id,S1-A-01,S1-B-02,S1-B-04,S1-C-04,S1-B-03,S1-C-09,S1-C-10,S1-C-07,S1-C-11,S1-C-14,S2-A-01,S2-A-12,S2-D-13,S2-B-02,S2-B-09,S2-D-01,S2-D-05,S2-D-06,S3-A-01,S3-D-06,S3-D-02,S3-D-04,S3-B-01,S3-A-05,S3-D-08,S3-D-05,S3-B-03,S3-C-02,S5-A-01,S5-B-18,S5-B-01,S5-B-03,S5-A-02,S5-B-17,S5-B-02,S5-B-04,S5-B-13,S5-B-19,S5-B-09,S6-A-20,S6-A-01,S6-A-04,S6-A-23,S6-A-06,S6-A-07,S6-A-12,S6-A-13,S6-A-10,S6-A-11,S6-A-16,S6-A-18,S6-A-22,S9-A-04,S9-A-05,S9-A-21,S9-A-15,S9-A-16,S9-A-09,S9-A-17,S9-A-18,S9-A-19,S10-A-01,S10-A-02,S10-A-03,S10-A-04,S10-A-06,S10-A-10,S10-A-11,S10-A-17,S10-A-07,S10-A-12,S10-A-16,S15-A-02,S15-B-12,S15-B-07,S15-B-09,S15-A-05,S15-B-04,S15-A-03,S15-A-06,S15-B-05,S15-B-08,S15-B-10,S15-B-13,S17-A-01,S17-B-01,S17-B-02,S17-C-02,S17-C-03,S17-C-07,S17-C-09,S17-C-11,S17-C-15,S17-C-16,S18-A-05,S18-A-17,S18-A-10,S18-A-15,S18-A-06,S18-A-08,S18-A-07,S18-A-01,S18-A-09,S18-A-12,S18-A-16,S18-A-19,S18-A-21,S20-A-02,S20-A-03,S20-A-07,S20-A-09,S20-A-10,S20-A-14,S20-A-17,S20-A-11,S20-A-12,S20-A-18,S20-A-21,S20-A-20,S21-A-01,S21-A-02,S21-A-03,S21-A-07,S21-A-09,S21-A-05,S21-A-04,S21-A-06,S21-A-08,S21-A-10,S22-A-01,S22-A-02,S22-A-04,S22-A-09,S22-A-07,S22-A-05,S22-A-03,S22-A-06,S22-A-08,S23-A-01,S23-A-10,S23-A-12,S23-A-03,S23-A-06,S23-A-18,S23-A-16,S23-A-11,S23-A-13,S23-A-07,S23-A-05,S23-A-14,S27-A-11,S27-A-01,S27-A-10,S27-A-02,S27-A-03,S27-A-04,S27-A-06,S27-A-09,S27-A-08,S27-A-05
S21-A-01,7340.68,7319.37,7459.04,7184.54,7364.9,7381.15,7286.59,7656.99,7440.88,7356.42,7222.36,7717.13,7342.41,7532.0,7458.75,7544.3,7232.63,7239.91,7332.95,7498.99,7097.89,7291.51,7213.18,7329.46,7124.15,7100.72,7277.73,7248.58,7172.22,7121.3,7282.43,7233.85,7093.94,7168.47,7337.94,6979.22,7287.13,7221.12,7310.06,7457.68,7717.3,7313.31,7534.1,7312.75,7507.76,7183.42,7517.62,7497.44,7314.97,7401.69,7170.41,7255.31,7583.97,7294.38,7236.12,7424.29,7435.85,7369.07,7414.12,7424.96,7250.6,7246.86,7245.95,7306.43,7375.78,7248.46,7534.03,7328.22,7531.49,7150.13,7273.94,7198.82,6978.15,7194.58,7045.36,7343.94,7171.46,6912.28,7226.32,7044.91,7020.4,7112.98,7274.25,7163.71,7427.69,7346.51,7452.52,7434.92,7142.19,7371.0,7324.16,7141.37,7505.56,7331.14,7221.5,7275.4,7197.58,7339.62,7052.77,7215.14,7162.24,7266.25,7342.96,7180.26,7317.36,7074.47,7206.58,7380.47,7503.55,7216.69,7411.99,7291.03,7480.58,6968.7,7273.18,7093.68,7148.12,7317.97,7354.93,0.0,7015.61,7008.14,7308.42,7393.9,7026.78,7145.25,7160.87,7224.07,7014.04,6792.88,7205.91,7007.21,7203.15,6939.03,7082.96,7013.54,7167.05,7279.38,7156.09,7181.5,7265.49,7236.16,7293.14,7248.41,7404.48,7061.71,7035.92,7086.48,7120.45,7244.53,7121.68,7718.0,7344.34,7603.34,7262.4,7446.02,7402.7,7340.05,7367.1,6999.83
S21-A-02,7300.64,7147.19,7111.53,7008.93,7153.26,7317.23,7286.41,7131.63,7239.97,7119.93,7267.01,7574.22,7182.68,7289.6,7204.38,7010.58,6900.79,7167.46,6945.98,6959.39,7012.06,6870.41,6825.51,7134.16,6868.12,6972.42,7049.78,7114.45,6937.13,7033.05,6985.8,7078.44,6869.21,6854.85,6926.41,6960.57,7045.05,7154.16,7010.74,7572.35,7214.27,7055.59,7149.26,7236.47,7313.02,7123.32,7268.16,7065.82,7085.12,7033.28,6938.07,7081.0,7029.28,6843.75,7272.19,7123.15,7276.41,7169.26,7010.32,7180.79,7252.11,7025.85,7157.84,7349.42,7158.44,7205.99,7191.84,6957.5,7216.63,7131.17,7291.75,7058.49,7056.27,7031.02,6775.23,6871.18,6849.08,6831.5,6918.75,7058.26,7016.99,7006.81,7080.05,6800.31,7166.25,7154.71,7144.62,7243.57,7119.63,7367.47,7186.19,7100.21,7133.47,7262.1,7068.33,7049.58,6918.42,7183.62,6997.37,6719.71,6630.76,6880.18,7145.13,6928.03,7228.39,6815.27,7177.81,7384.11,7102.45,7086.12,7154.03,7125.21,7229.26,6740.24,7057.22,6950.78,7119.72,7042.9,7008.78,7015.61,0.0,6823.48,6948.95,7097.52,6924.35,7016.26,6854.52,6994.6,6901.05,6659.66,6888.37,6754.54,6817.31,6970.89,7048.16,6615.77,6966.61,6757.31,7151.72,6827.01,7155.14,7173.56,7232.38,6882.47,7117.69,6931.66,6881.4,6911.91,6879.67,7080.1,6948.34,7516.91,6909.45,7309.79,7054.5,7304.08,7173.38,6881.23,7360.59,6789.59
S21-A-03,7465.67,7309.39,7168.71,6900.93,7336.58,7196.46,7124.21,7412.78,7260.3,7013.17,7089.69,7574.79,6846.06,7236.22,7407.97,7143.81,6883.87,7309.57,7206.06,7174.53,7172.25,6881.22,7127.25,7135.93,6903.69,6850.16,6841.38,7312.0,7081.49,6979.99,7373.76,7107.87,7254.21,6979.41,7056.03,6953.13,7099.68,7087.15,6927.04,7588.27,7615.7,7225.87,7157.49,7117.44,7228.59,6856.22,7449.36,7253.88,7244.15,7408.97,7026.54,7094.06,7281.4,7157.86,7289.69,7190.27,7155.27,7098.18,7118.83,7156.73,7284.6,7304.2,7026.95,6854.63,7154.14,7037.96,7269.99,7053.4,7106.4,6979.39,7406.36,7175.42,7071.56,7084.28,6906.66,6669.18,6959.05,6895.86,7012.27,6824.64,6988.21,7055.14,7058.49,7021.34,7020.96,7188.56,7421.96,7235.39,7343.03,7154.7,7151.6,6720.87,7179.31,7053.19,6960.6,6815.22,6912.65,6896.96,7092.22,6932.14,6762.57,6976.89,7095.71,7009.45,7148.73,6873.25,7075.0,6969.56,7173.24,7210.97,7178.3,7295.42,7265.68,6836.05,7201.95,7033.97,7275.25,7081.3,7181.85,7008.14,6823.48,0.0,6769.27,7033.71,6953.21,7207.3,6946.58,6931.78,6708.73,6668.51,6715.49,6877.18,6872.58,6971.19,6855.61,6939.34,7005.55,6962.8,7184.77,6787.18,6965.65,7143.93,7018.7,6844.95,7106.9,6991.93,7038.98,6911.45,7076.33,7044.83,6997.15,7529.54,7406.78,7130.42,7197.87,7138.87,7391.04,7262.1,7386.76,6786.68
S21-A-07,7278.95,7139.17,7130.52,7156.63,7331.89,7289.13,7479.43,7399.0,7345.99,7423.31,7195.42,7516.74,7100.94,7513.29,7294.56,7384.22,7346.73,7362.98,7215.02,7351.38,7228.29,7217.47,7228.97,7194.23,7015.5,7064.11,7046.2,7066.97,7000.7,7155.57,7260.32,7074.56,7142.49,7079.95,6938.08,7013.37,7254.65,7155.37,7082.37,7521.56,7399.75,7329.39,7327.66,7442.56,7160.34,7031.27,7494.59,7261.9,7286.46,7182.82,7399.62,7142.5,7168.35,6970.52,7124.95,7441.45,7371.9,7168.87,6940.48,7091.82,7331.85,7254.76,7249.66,7131.12,7041.11,7009.21,7468.23,7197.9,7168.77,7163.87,7129.47,7275.88,7030.47,6974.4,7110.02,6840.03,7183.32,6981.03,6729.82,6837.06,7102.3,7021.69,7181.16,7171.66,7246.31,7205.94,7251.06,6989.12,7118.86,7225.13,7167.16,7189.42,7136.32,7269.64,7098.9,7217.84,7103.01,7251.84,6981.95,6973.0,6793.24,7088.79,6966.32,6939.12,7219.89,7063.92,7248.04,7443.6,7258.3,7095.98,7135.91,7334.29,7407.74,7034.45,7240.82,7147.84,7275.98,7210.4,7177.31,7308.42,6948.95,6769.27,0.0,6977.39,7310.31,7042.42,7044.88,6756.74,7135.16,6707.75,6948.26,6809.17,7087.73,6954.27,7007.56,7202.51,6975.72,7041.4,7025.99,7017.83,7288.31,7082.85,7064.2,7118.13,6923.27,6864.49,7066.13,6969.4,6904.16,7150.06,6993.64,7526.71,7203.9,7357.77,7447.11,7234.5,7143.3,7119.64,7293.01,7025.76
S21-A-09,7359.31,7214.74,6951.85,7322.01,7355.29,7140.82,7422.48,7180.84,7376.39,7462.77,7132.39,7640.51,7332.98,7693.97,7189.15,7507.07,7122.43,7213.28,7241.74,7383.51,7081.22,6981.15,7143.37,7169.52,6865.44,7146.89,7027.29,7145.4,7249.98,7016.69,7016.8,7127.55,7188.16,6837.7,7290.92,6982.83,7340.25,6847.66,7057.88,7504.69,7432.59,7312.08,7301.02,7270.01,7480.85,7026.48,7294.81,7426.67,7439.83,7354.79,7229.63,7075.24,7270.87,6964.18,6957.29,7343.57,7184.4,7228.05,7172.36,7060.74,7469.04,7248.25,7202.54,7217.13,7495.53,7104.62,7487.18,7405.54,7436.62,7292.16,7280.76,7055.08,7122.64,7125.0,7357.51,6873.91,7076.84,7118.26,7017.85,6943.1,7142.17,7152.06,7222.31,7105.66,7341.63,7296.25,7351.44,7151.95,7278.34,7377.56,7265.3,7095.32,7179.69,7407.68,6979.07,7006.59,7290.49,7512.65,7158.44,6926.16,6939.52,7304.7,7207.35,7128.81,7211.75,7135.98,7283.81,7176.21,7301.41,7223.61,7367.28,7211.44,7579.6,6995.0,7300.75,7094.94,7452.21,7113.28,7249.67,7393.9,7097.52,7033.71,6977.39,0.0,7154.64,7144.0,7088.52,7017.53,6891.15,6932.44,7068.76,6863.95,7107.49,7214.05,6879.52,7220.29,6726.73,7190.83,7189.13,6705.39,7311.52,7109.12,6647.92,6969.07,7283.17,7027.87,6841.41,6967.83,7097.36,7165.2,7011.15,7639.54,7078.74,7393.77,7255.66,7347.52,7279.92,6994.45,7328.7,6905.58
S21-A-05,7266.04,7521.4,7170.24,7092.57,7276.49,7405.59,7165.24,7312.07,7440.07,7360.47,7132.22,7768.91,7167.06,7388.43,7181.73,7249.24,7176.98,7059.49,7272.03,7149.83,7162.13,7044.1,7156.94,7296.97,6881.8,7105.45,6908.14,7117.59,7038.67,6943.14,7077.16,7148.47,7125.09,7069.27,7212.6,6997.83,7084.99,7210.26,7106.59,7472.03,7460.74,7273.63,7250.47,7382.94,7467.41,7351.32,7553.69,7464.9,7237.88,7342.46,7212.84,7092.31,7378.05,7215.4,7365.72,7303.07,7354.45,7334.16,7285.19,7184.47,7054.12,7488.94,7218.45,7197.02,7150.84,7272.49,7614.02,7229.28,7400.75,7264.46,7408.7,7130.26,7097.73,7086.68,7176.61,7041.09,7192.79,6944.63,7035.89,6982.86,7127.92,7209.33,7397.24,7103.94,7109.83,7370.61,7474.63,7207.79,7030.6,7500.41,7382.5,7293.95,7417.17,7212.76,7035.52,7131.71,6978.06,7263.42,6877.57,7104.04,7087.81,7135.02,7160.82,7099.55,7246.23,7017.45,6993.14,7281.79,7409.0,7140.09,7453.58,7245.39,7607.14,6914.93,7196.67,7286.27,7151.62,6989.42,7224.92,7026.78,6924.35,6953.21,7310.31,7154.64,0.0,6961.14,6888.06,7033.15,7148.27,6961.55,7101.88,6942.3,7326.38,7179.83,7262.16,7001.15,7141.12,7162.05,6937.14,7060.14,7096.15,7216.91,7349.14,6990.26,7107.02,7013.55,7098.09,7045.23,7188.89,7262.27,7223.83,7837.0,7267.96,7383.78,7283.26,7114.09,7112.27,6946.43,7420.07,6942.95
S21-A-04,7293.63,7402.36,7230.42,7178.33,7296.8,7085.53,7372.23,7087.75,7702.3,7499.61,7373.79,7610.81,7431.45,7673.73,7190.35,7382.93,7094.07,7181.16,7432.85,7311.99,7301.7,7226.58,7124.59,7093.56,6852.08,7413.1,7123.61,7129.94,7359.39,6924.28,7075.78,6942.31,7174.97,7116.65,7396.18,7036.7,7296.37,7253.66,7324.36,7302.95,7811.99,7319.49,7691.2,7429.37,7556.26,7221.45,7793.76,7515.32,7130.51,7557.22,7408.21,7352.42,7336.0,7000.28,6962.06,7426.95,7235.91,7258.33,7264.84,7255.79,7424.71,7156.79,7347.47,7126.15,7631.7,7314.18,7475.81,7242.95,7499.23,7326.28,7889.78,7187.0,7078.38,7264.84,7233.55,7016.08,7432.99,7227.57,6997.5,7013.21,7017.75,7245.12,7172.44,7216.71,7507.07,7704.68,7568.48,7166.76,7533.85,7275.45,7373.87,7294.32,7257.26,7385.69,7136.02,7040.41,7293.89,7417.41,7111.15,7200.85,7213.47,7022.67,7105.2,7174.1,7456.59,7210.91,7034.63,7441.64,7329.29,7183.0,7536.12,7285.56,7374.4,7016.45,7208.83,7149.98,7430.82,6998.75,7387.35,7145.25,7016.26,7207.3,7042.42,7144.0,6961.14,0.0,7200.43,7155.8,7014.16,6780.56,7113.98,6937.23,7285.4,7046.48,7189.08,7141.59,7180.28,7131.46,7168.84,7077.61,7263.47,7211.77,6983.29,7166.71,7216.89,7003.46,6952.41,7156.13,7327.89,7222.6,7035.45,7627.86,7471.66,7505.17,7537.49,7486.94,7332.92,6956.67,7343.3,7247.97
S21-A-06,7269.24,7111.86,7098.17,7146.12,7379.39,7253.28,7421.12,7039.73,7364.16,7038.84,7154.86,7446.28,7061.3,7261.4,7072.11,7377.55,6993.41,7104.28,7189.96,7222.7,6859.53,6954.02,6824.53,6955.83,6989.84,6961.12,6900.02,7073.66,7005.85,6842.99,7112.37,7101.82,7015.07,6799.24,7072.97,6834.64,6971.01,7004.74,6916.82,7471.69,7297.51,7066.81,7009.04,7089.04,7366.2,7112.83,7373.4,7294.54,7266.54,7166.92,7150.19,7043.74,7298.53,6880.83,7038.37,7170.27,7194.32,7132.77,7061.74,7153.02,7121.8,7210.81,7149.3,6850.91,7331.45,7034.77,7110.94,7270.2,7210.46,7211.64,7301.94,7179.54,6937.09,7127.28,7025.78,7002.17,7109.0,6873.62,7028.42,6956.68,6896.29,7195.77,6958.77,7200.1,6935.05,7135.29,7240.81,7159.26,6894.12,7367.98,7212.95,7157.48,6839.92,7131.36,6962.33,6993.54,7059.7,7246.09,7023.39,6956.07,6974.5,6975.99,6950.9,7115.41,7214.1,6943.57,6903.83,7160.36,7138.59,7178.62,7262.76,7364.45,7108.19,6807.06,7285.91,6989.18,7261.89,6952.92,7206.08,7160.87,6854.52,6946.58,7044.88,7088.52,6888.06,7200.43,0.0,6808.06,6948.74,6464.61,6954.6,6881.29,6911.82,6754.39,6808.28,7041.57,6864.97,7173.44,6667.3,6888.7,7201.48,6833.96,7078.56,7113.4,7103.07,6795.22,6950.96,7051.63,7065.98,7089.21,7059.51,7595.43,7233.71,7134.3,7033.73,7081.78,7133.01,6853.49,6988.41,6791.93
S21-A-08,7164.7,6967.48,7122.97,7313.67,7076.94,7371.46,7160.74,7288.96,7383.65,7197.85,7244.72,7253.32,6901.21,7238.95,7321.95,7362.16,7077.87,7016.79,7193.33,7074.94,6930.5,6825.26,7062.44,7077.12,6967.91,6897.55,7060.88,6962.23,6812.51,7070.6,6896.77,7109.37,7065.66,7080.02,7042.22,7016.22,7288.97,6805.13,6921.92,7291.6,7254.63,7124.91,7111.19,7218.61,7250.23,6909.99,7285.9,7240.83,7196.75,7196.96,7216.66,7119.93,7190.25,6962.19,7157.1,7305.79,7311.92,7142.74,6910.23,7237.99,6975.32,7136.06,7017.46,7033.93,7249.59,6895.94,7303.02,7310.05,7253.45,7096.51,7274.84,7262.82,6748.5,6978.38,7160.68,6724.52,6970.98,6815.89,6965.75,6848.58,7028.45,7133.95,7103.71,7039.87,7144.95,7002.24,7120.39,7046.36,6839.05,7273.77,7008.31,7182.6,7175.26,7178.21,6832.15,6810.68,7086.52,7353.63,6989.62,6889.43,6797.92,6973.51,7057.02,6985.61,7412.32,6834.38,7047.06,7235.72,7453.67,7000.29,7177.91,7139.59,7111.2,6775.05,6982.33,6908.61,6999.14,7081.44,7235.85,7224.07,6994.6,6931.78,6756.74,7017.53,7033.15,7155.8,6808.06,0.0,6839.29,6605.74,6959.27,6978.67,7062.15,6811.47,7016.23,6932.78,6852.6,7051.31,6916.62,6996.0,7126.41,6825.4,7058.96,6899.0,7155.81,6824.89,6979.16,6800.29,7008.96,7053.4,7140.96,7745.95,7094.46,7351.12,7307.03,6988.74,7448.26,6984.96,7212.39,6899.02
S21-A-10,7160.63,7300.18,7185.91,7127.93,7191.43,6969.05,7400.64,6947.57,7103.56,7310.89,7184.7,7346.77,7144.08,7148.79,7088.59,7311.3,6943.02,7079.03,7012.94,6965.99,7073.19,6751.87,7071.62,7247.4,7071.01,6740.57,6981.95,7037.31,7116.37,7053.76,7067.75,6998.68,7155.67,6750.34,7115.58,7119.74,6886.68,6832.17,7107.5,7465.63,7214.34,7387.08,7360.94,7287.54,7360.57,6887.19,7351.88,7410.94,7221.41,7268.93,7292.52,7053.95,7133.37,7053.7,7155.36,7190.06,7210.65,7401.38,7032.93,7016.72,7338.41,7222.75,7162.11,7157.25,7245.94,7058.55,7150.27,7174.18,7221.12,7224.36,7429.65,7227.8,6954.5,6974.49,7128.64,6861.01,6739.75,6901.49,6974.07,6826.85,7086.37,6894.4,7140.37,6933.15,7129.5,6921.64,7251.08,7152.48,6890.5,7427.52,7203.16,7008.42,7095.61,7227.29,7025.84,7107.28,6875.06,7248.61,6993.49,6921.46,6580.74,6859.07,6877.26,6954.75,6964.71,7114.3,6878.15,7122.47,7027.66,7215.9,7181.36,7031.14,7011.8,6813.38,7129.74,6868.83,7175.33,7132.47,6939.93,7014.04,6901.05,6708.73,7135.16,6891.15,7148.27,7014.16,6948.74,6839.29,0.0,6744.95,6900.86,6850.36,6891.37,7106.78,6993.15,6818.49,6830.13,7135.45,7089.5,6842.92,7226.97,6935.97,7069.94,7202.21,7140.33,6860.38,7005.25,7079.38,6920.03,6917.0,6997.81,7495.59,7361.42,7160.98,7078.43,7158.02,7278.19,7090.73,7076.47,6761.71
S22-A-01,7035.58,6995.26,6822.18,6726.0,7132.86,6587.51,7112.9,6822.59,6784.06,7019.61,6919.08,7111.87,6657.13,7305.24,7017.99,7012.07,6893.58,7018.49,7015.78,6863.42,6740.88,6636.59,6641.55,6707.42,6642.37,6747.18,6856.5,6723.76,6881.86,6628.68,6835.16,6913.02,6940.28,6814.19,7013.99,6599.04,6801.42,6646.8,6364.37,7231.93,6923.92,7014.13,7044.39,7013.51,7161.14,6667.78,7064.75,7178.1,6863.06,6927.18,6984.61,7110.36,6906.17,6810.8,6956.99,7100.4,7117.09,7037.96,6791.19,6896.69,6998.58,7127.48,6694.34,6891.26,6679.1,6596.32,6882.21,7090.5,6931.05,6888.46,7114.08,6983.69,6703.82,6772.05,7069.7,6592.8,6681.6,6878.53,6748.27,6672.31,6389.78,6900.17,6894.68,6649.87,7041.17,6922.17,7253.19,6923.94,6821.17,6835.9,6986.74,6935.2,6748.03,6998.75,6892.47,6955.73,6860.2,6985.71,6876.07,6639.96,6653.64,6669.39,6812.07,6784.32,6784.36,6760.53,6862.08,7012.02,7059.93,6878.83,7000.95,6965.14,6990.37,6546.66,6755.73,6571.28,6967.26,7033.98,6963.84,6792.88,6659.66,6668.51,6707.75,6932.44,6961.55,6780.56,6464.61,6605.74,6744.95,0.0,6621.73,6554.58,6812.86,6675.17,6743.87,6359.32,6383.57,6614.5,6846.98,6550.8,6974.51,6755.81,6883.06,6798.84,6986.1,6815.75,6767.97,6560.02,6738.92,6533.68,6830.0,7447.46,6805.73,7200.83,7004.22,6543.94,6950.96,6687.98,6863.08,6824.59
S22-A-02,7025.35,7216.79,7251.86,6922.08,7036.33,7129.58,7324.89,7077.97,7199.61,7433.4,7075.74,7327.03,7071.85,7215.78,7134.19,7202.3,7034.16,6823.34,7141.23,7317.14,7140.76,7129.5,7093.36,7047.69,6832.69,6900.66,7053.5,7104.75,6933.86,7107.59,7140.97,6859.55,7034.24,6708.96,6883.89,6953.03,7194.24,6830.62,7048.98,7664.15,7376.54,7392.38,7328.88,7242.35,7384.33,7021.43,7404.43,7333.48,7196.45,7196.58,7196.81,7193.52,7201.88,6959.01,7112.03,7194.38,7145.62,7359.83,7000.27,6957.58,7314.49,7264.03,6973.5,7313.12,7178.42,7325.15,7398.46,7074.93,7171.42,7064.02,7416.97,7180.2,7031.68,7041.51,7143.14,6935.31,6973.01,7013.56,6845.57,6755.8,7182.23,7027.56,7283.49,6875.51,7206.01,6981.79,7508.52,7123.32,7387.62,7384.88,7065.49,7089.08,7135.15,7243.14,7011.46,7165.15,7037.48,7152.36,6992.65,6934.02,6789.31,7177.98,7064.44,7068.81,7173.14,7024.58,6946.91,7220.96,7194.89,7093.84,7332.63,7232.51,7179.99,7111.98,7272.73,6856.83,7079.0,7061.11,7193.5,7205.91,6888.37,6715.49,6948.26,7068.76,7101.88,7113.98,6954.6,6959.27,6900.86,6621.73,0.0,6846.8,7128.06,6982.94,6811.97,7148.3,6838.15,6808.87,7320.92,6922.12,7160.1,6985.65,7100.58,7024.64,7379.76,6890.8,6842.09,7001.8,7090.85,7361.33,7028.97,7606.53,7255.84,7318.96,7087.33,7121.52,6985.17,7321.44,7078.46,7048.6
S22-A-04,7094.22,7306.93,7168.28,6815.08,7148.94,6850.89,7300.94,7253.34,7189.99,7301.16,7062.91,7478.51,7174.22,7385.35,7159.99,7337.35,6851.95,7449.45,7164.34,7169.86,6871.03,6725.12,6879.4,6801.85,6739.36,7082.64,6804.06,6934.24,6810.19,6800.59,7056.66,7040.68,6926.66,6748.75,6848.62,6900.3,6885.08,6998.1,7037.71,7455.63,7303.96,7122.11,7151.18,7144.2,7295.78,6992.89,7349.59,7355.77,7026.18,7015.34,7126.27,7050.66,7076.04,7102.61,7008.06,7138.91,7173.47,7208.24,6672.33,6851.74,7251.74,7281.33,7111.55,7040.32,7091.11,7125.82,6942.58,6940.58,7344.6,7038.43,7335.48,7111.36,6687.33,7165.36,7110.89,6753.66,6899.73,7218.43,6801.52,7045.79,6939.7,6959.43,7125.54,6864.59,7312.44,7207.56,7257.65,7117.76,7045.1,7063.19,7110.58,7026.05,7074.07,7155.11,6914.26,6744.33,6924.87,7354.0,6992.16,7090.47,6611.36,6985.83,7036.48,6838.95,7152.96,6949.0,6950.25,7222.33,7394.07,6813.77,7077.19,7157.82,7195.24,7038.04,6884.05,6820.05,7313.59,6947.97,7042.25,7007.21,6754.54,6877.18,6809.17,6863.95,6942.3,6937.23,6881.29,6978.67,6850.36,6554.58,6846.8,0.0,6705.26,6746.52,6848.46,6950.52,6585.06,6827.71,6907.55,6927.42,6884.85,6872.72,7158.08,7018.11,7391.31,6721.82,6972.1,7036.28,6925.13,6807.94,6840.23,7526.23,7240.89,7423.88,7107.86,6983.99,7217.87,6588.13,7287.34,7004.29
S22-A-09,7180.1,7272.34,7136.94,6952.27,7149.35,7274.16,7383.15,7078.01,7278.63,7358.3,7353.15,7508.69,7051.59,7399.63,7389.49,7355.23,7067.52,7303.9,7325.95,7083.83,7007.38,7007.18,7141.21,7194.76,7105.06,6922.57,7071.16,7002.03,6915.2,6953.21,6992.55,6912.36,7338.14,7034.19,6974.86,6996.42,6941.64,7023.62,7213.74,7218.48,7252.19,7190.77,7415.69,7285.82,7523.43,7093.38,7459.85,7439.04,7138.01,7376.39,7266.1,6958.54,7242.59,7000.46,7482.34,7325.03,7123.95,7165.61,7098.77,7107.1,7328.03,7069.53,7453.01,7136.67,7254.46,7328.86,7519.69,7283.33,7410.95,7095.97,7194.03,7323.45,7212.05,7284.76,7173.01,6823.21,6932.34,7160.63,6941.8,7053.89,7165.86,7008.89,7040.86,7238.14,7167.93,7184.85,7416.26,7034.28,7158.62,7380.64,7316.58,7065.01,7166.05,7195.92,7021.47,6999.45,6863.32,7254.58,7120.69,7062.97,6932.64,7175.12,6954.85,6811.15,7137.91,7152.22,7033.67,7366.53,7145.06,7202.0,7316.15,7192.32,7434.17,6875.68,7365.77,6966.29,7202.36,7292.34,7209.29,7203.15,6817.31,6872.58,7087.73,7107.49,7326.38,7285.4,6911.82,7062.15,6891.37,6812.86,7128.06,6705.26,0.0,7036.44,6970.37,6766.88,6756.17,7052.47,6936.74,6914.75,7298.54,7058.01,7325.35,7082.13,7285.12,7092.05,7100.3,7013.62,6967.15,7108.05,6725.53,7620.09,7128.06,7343.88,7326.7,7329.42,7269.63,7187.95,7238.55,7044.55
S22-A-07,7372.82,7195.16,7035.98,7015.04,7227.75,7017.88,7253.27,7200.07,7159.4,7252.49,7184.79,7402.78,7094.64,7467.55,7329.18,7179.38,7023.01,7212.78,7469.97,7099.94,7056.66,6789.48,6964.16,7216.79,7089.32,7013.68,7085.47,6860.24,7122.66,6940.27,7010.7,7116.61,7139.55,6849.29,7110.79,7006.75,7113.3,7021.38,6905.74,7479.25,7187.46,7254.74,7085.64,7187.21,7276.27,6932.2,7444.85,7384.83,7356.35,7159.53,7379.13,7143.84,7122.79,6962.7,7217.55,7196.02,7255.31,7101.31,7067.18,7195.47,7105.01,7101.99,7201.04,6993.85,7137.94,6983.8,7157.28,7227.09,7312.9,7213.76,7483.97,7075.44,7234.53,7164.18,7228.47,6762.71,7098.3,7008.4,7038.7,7018.82,7204.76,7173.09,7210.52,7010.83,7207.9,7175.32,7302.46,7169.44,6971.47,7318.94,7169.76,7042.87,7038.32,7220.13,6943.2,6865.42,6761.89,7130.75,7018.76,6999.31,6837.61,6825.74,7051.83,7162.14,7076.36,7146.74,7013.81,7342.41,7427.7,7121.05,7108.95,7158.72,7388.69,6775.22,7121.57,7143.69,7176.78,6822.32,7334.53,6939.03,6970.89,6971.19,6954.27,7214.05,7179.83,7046.48,6754.39,6811.47,7106.78,6675.17,6982.94,6746.52,7036.44,0.0,6895.82,7106.72,6873.64,6961.73,6860.42,7007.31,7213.62,6812.64,7226.65,7111.15,7216.55,6992.64,6843.39,6953.51,7193.25,7173.91,6917.29,7629.98,7162.5,7218.42,7260.73,7341.9,7297.64,6879.11,7228.89,6821.5
