id,S1-A-01,S1-B-02,S1-B-04,S1-C-04,S1-B-03,S1-C-09,S1-C-10,S1-C-07,S1-C-11,S1-C-14,S2-A-01,S2-A-12,S2-D-13,S2-B-02,S2-B-09,S2-D-01,S2-D-05,S2-D-06,S3-A-01,S3-D-06,S3-D-02,S3-D-04,S3-B-01,S3-A-05,S3-D-08,S3-D-05,S3-B-03,S3-C-02,S5-A-01,S5-B-18,S5-B-01,S5-B-03,S5-A-02,S5-B-17,S5-B-02,S5-B-04,S5-B-13,S5-B-19,S5-B-09,S6-A-20,S6-A-01,S6-A-04,S6-A-23,S6-A-06,S6-A-07,S6-A-12,S6-A-13,S6-A-10,S6-A-11,S6-A-16,S6-A-18,S6-A-22,S9-A-04,S9-A-05,S9-A-21,S9-A-15,S9-A-16,S9-A-09,S9-A-17,S9-A-18,S9-A-19,S10-A-01,S10-A-02,S10-A-03,S10-A-04,S10-A-06,S10-A-10,S10-A-11,S10-A-17,S10-A-07,S10-A-12,S10-A-16,S15-A-02,S15-B-12,S15-B-07,S15-B-09,S15-A-05,S15-B-04,S15-A-03,S15-A-06,S15-B-05,S15-B-08,S15-B-10,S15-B-13,S17-A-01,S17-B-01,S17-B-02,S17-C-02,S17-C-03,S17-C-07,S17-C-09,S17-C-11,S17-C-15,S17-C-16,S18-A-05,S18-A-17,S18-A-10,S18-A-15,S18-A-06,S18-A-08,S18-A-07,S18-A-01,S18-A-09,S18-A-12,S18-A-16,S18-A-19,S18-A-21,S20-A-02,S20-A-03,S20-A-07,S20-A-09,S20-A-10,S20-A-14,S20-A-17,S20-A-11,S20-A-12,S20-A-18,S20-A-21,S20-A-20,S21-A-01,S21-A-02,S21-A-03,S21-A-07,S21-A-09,S21-A-05,S21-A-04,S21-A-06,S21-A-08,S21-A-10,S22-A-01,S22-A-02,S22-A-04,S22-A-09,S22-A-07,S22-A-05,S22-A-03,S22-A-06,S22-A-08,S23-A-01,S23-A-10,S23-A-12,S23-A-03,S23-A-06,S23-A-18,S23-A-16,S23-A-11,S23-A-13,S23-A-07,S23-A-05,S23-A-14,S27-A-11,S27-A-01,S27-A-10,S27-A-02,S27-A-03,S27-A-04,S27-A-06,S27-A-09,S27-A-08,S27-A-05
S5-B-19,7111.02,7061.12,6994.83,6838.43,7173.06,7078.44,7233.93,6969.87,7092.12,7190.52,6966.38,7493.11,7020.48,7340.69,7160.34,7292.73,7152.66,7106.47,7326.63,7142.04,6965.09,6830.75,6948.95,7001.67,6911.08,7060.78,7038.91,7025.0,6909.1,6952.54,6824.28,6951.58,7026.2,6707.27,7041.44,6907.37,7099.07,0.0,7009.03,7396.41,7313.84,7130.27,7209.52,7347.71,7434.69,7019.01,7393.59,7231.2,7237.99,7160.83,7033.33,7203.19,7161.32,7291.19,7065.85,7363.67,7071.81,7312.77,7007.55,7052.26,7029.34,7098.41,6932.39,7079.95,7201.97,7303.17,7489.14,7205.85,6971.53,7141.05,7225.38,7179.79,7110.04,6796.03,7099.92,6718.09,6811.66,7009.91,7224.8,6905.34,6852.25,7254.32,7094.26,6976.87,7151.98,6991.42,7194.64,7159.42,7297.31,7285.57,7128.15,7070.62,7094.31,7269.16,6906.3,6670.35,7163.31,7116.9,7083.57,6902.59,6851.1,7132.07,7143.04,7009.19,7085.3,6969.57,7018.65,7360.73,7363.02,7040.42,7318.4,7194.27,7260.32,6928.77,7103.62,6772.09,6942.24,7297.68,7467.67,7221.12,7154.16,7087.15,7155.37,6847.66,7210.26,7253.66,7004.74,6805.13,6832.17,6646.8,6830.62,6998.1,7023.62,7021.38,7024.84,7161.87,6995.92,7072.1,7190.51,6956.53,7174.76,6877.29,7226.82,6960.55,7346.15,7075.54,6824.63,6828.26,7122.5,6961.68,7061.89,7531.74,7237.4,7404.21,7139.08,6980.18,7126.15,6827.48,7115.1,6837.69
S5-B-09,7158.01,7022.49,7031.67,6945.54,7250.63,7152.75,7286.8,7332.17,7261.61,7257.63,7075.09,7659.73,7142.4,7425.64,7167.13,7316.05,7118.23,7198.5,7362.89,7159.39,6825.15,6984.82,6798.52,6963.95,6999.25,7114.79,6956.85,7066.45,7058.65,6862.88,7205.27,7159.61,7146.04,6828.52,7287.43,7054.45,6922.85,7009.03,0.0,7412.69,7353.26,7100.29,7207.26,7434.83,7239.37,6882.89,7298.73,7353.96,7527.35,7432.0,7212.13,7206.09,7080.37,6926.19,7086.98,7097.38,7341.39,7238.1,7019.12,7061.28,7082.35,7265.65,6877.73,7015.01,7061.27,7062.91,7411.33,7300.36,7309.2,7213.85,7205.14,7025.91,6925.85,7060.48,7195.06,7109.95,7101.91,6936.09,6952.58,6822.69,6834.18,7045.76,7074.23,6992.46,7249.87,7142.2,7308.42,7302.5,6968.56,7174.04,7113.68,7187.67,7319.85,7311.17,7133.52,7054.84,7107.82,7364.89,7118.07,7106.46,7029.36,7221.68,7162.15,7164.42,7194.2,7004.8,7008.06,7313.41,7054.27,6972.15,7231.49,7252.55,7343.3,6915.68,7171.81,6921.86,7211.63,6980.84,7101.18,7310.06,7010.74,6927.04,7082.37,7057.88,7106.59,7324.36,6916.82,6921.92,7107.5,6364.37,7048.98,7037.71,7213.74,6905.74,7126.36,7121.54,7034.63,6969.89,6952.0,7096.1,7029.31,6998.57,7086.3,6941.73,7249.61,7003.08,6998.43,6797.22,7109.87,7117.11,7043.27,7718.28,6830.29,7366.23,7141.06,6790.44,7184.33,6910.59,7258.09,7125.96
S6-A-20,7496.35,7619.52,7335.16,7425.88,7538.53,7383.79,7615.64,7532.86,7549.77,7614.96,7648.36,7788.4,7543.46,7697.92,7614.9,7531.46,7387.65,7524.67,7711.52,7500.54,7493.35,7507.98,7236.09,7542.48,7286.23,7502.48,7338.52,7493.58,7628.67,7453.78,7395.87,7526.54,7778.35,7378.48,7336.64,7507.05,7516.42,7396.41,7412.69,0.0,7769.85,7226.39,7784.16,7399.85,7660.89,7544.34,7683.5,7668.39,7749.91,7578.47,7383.25,7495.17,7531.68,7600.46,7428.89,7791.46,7685.16,7558.27,7591.41,7440.57,7601.92,7536.71,7791.19,7466.93,7575.61,7634.55,7602.39,7896.6,7797.75,7477.77,7760.3,7434.64,7445.51,7631.53,7603.3,7534.09,7346.69,7457.88,7501.51,7663.59,7500.34,7480.99,7728.74,7570.53,7598.39,7522.63,7552.03,7283.41,7657.42,7638.11,7621.34,7433.54,7419.68,7702.79,7324.25,7550.44,7451.65,7480.01,7474.29,7301.5,7560.83,7408.35,7548.37,7428.28,7739.15,7260.87,7516.09,7661.06,7848.99,7603.88,7658.9,7663.07,7656.08,7209.69,7672.55,7652.63,7588.64,7543.03,7815.28,7457.68,7572.35,7588.27,7521.56,7504.69,7472.03,7302.95,7471.69,7291.6,7465.63,7231.93,7664.15,7455.63,7218.48,7479.25,7486.1,7518.31,7400.59,7478.31,7447.61,7374.71,7466.27,7356.98,7428.15,7636.9,7726.76,7377.01,7520.15,7355.6,7490.75,7788.21,7408.72,7725.22,7535.04,7726.99,7894.2,7511.8,7550.39,7498.86,7327.24,7208.32
S6-A-01,7485.51,7444.08,7410.54,7427.26,7578.17,7306.95,7713.32,7445.16,7410.39,7456.6,7617.6,7483.26,7161.51,7666.85,7601.12,7590.68,7383.51,7380.73,7389.62,7421.72,7350.9,7256.67,7183.92,7458.23,7396.25,7331.95,7357.4,7356.02,7432.41,7365.65,7486.62,7308.81,7434.07,7107.81,7497.56,7164.23,7510.87,7313.84,7353.26,7769.85,0.0,7456.46,7517.16,7457.55,7578.28,7190.04,7456.99,7730.12,7788.61,7692.2,7675.29,7319.18,7267.2,7539.07,7356.22,7569.95,7527.01,7581.08,7276.02,7332.11,7386.59,7299.15,7572.0,7363.64,7512.19,7479.88,7404.44,7772.91,7404.43,7357.29,7495.74,7198.76,7198.66,7414.72,7637.4,7413.62,7256.19,7287.76,7338.95,7460.9,7230.46,7421.38,7637.99,7490.84,7712.8,7357.35,7633.49,7502.65,7285.49,7590.23,7395.66,7448.54,7281.2,7598.04,7352.87,7467.81,7312.33,7664.39,7276.56,7045.17,7335.64,7081.01,7031.71,7280.67,7387.04,7363.15,7514.33,7604.96,7443.87,7573.45,7698.4,7418.29,7686.01,7202.88,7349.03,7248.59,7315.49,7511.9,7383.69,7717.3,7214.27,7615.7,7399.75,7432.59,7460.74,7811.99,7297.51,7254.63,7214.34,6923.92,7376.54,7303.96,7252.19,7187.46,7535.49,7269.38,7169.32,7466.59,7401.82,7227.76,7503.92,7284.74,7538.24,7448.61,7501.39,7263.07,7450.4,7498.8,7188.56,7468.07,7441.68,7939.39,7486.95,7647.06,7443.38,7476.06,7369.17,7291.52,7431.32,7201.4
S6-A-04,7494.66,7379.85,7078.91,7249.99,7367.32,7490.59,7368.58,7170.6,7544.46,7424.97,7634.3,7534.65,7266.32,7543.13,7398.41,7355.54,7403.62,7225.43,7524.21,7276.39,7312.72,7136.39,7278.89,7282.61,6974.11,7213.91,7103.41,7503.59,7451.79,7307.33,7355.68,7435.77,7253.94,7310.53,7173.82,7415.5,7320.79,7130.27,7100.29,7226.39,7456.46,0.0,7365.24,7465.16,7622.51,6997.96,7524.98,7473.89,7420.24,7523.72,7286.15,7304.89,7340.83,7272.51,7411.3,7240.92,7418.08,7415.66,7130.69,7534.4,7450.04,7269.13,7170.89,7240.5,7726.53,7405.12,7431.53,7314.7,7530.0,7166.94,7672.87,7113.61,7329.39,7261.56,7441.3,7233.95,7254.54,7244.41,7171.42,7476.81,7075.9,7385.15,7397.82,7329.44,7294.7,7346.86,7519.67,7337.91,7151.87,7374.11,7178.15,7446.8,7566.33,7740.07,7298.7,7266.01,7296.61,7485.51,7324.51,7276.8,6974.14,7208.65,7228.52,7339.51,7347.85,7269.38,7230.29,7488.64,7763.91,7098.13,7534.16,7411.64,7685.28,7175.5,7489.73,7275.99,7178.79,7386.96,7343.39,7313.31,7055.59,7225.87,7329.39,7312.08,7273.63,7319.49,7066.81,7124.91,7387.08,7014.13,7392.38,7122.11,7190.77,7254.74,7116.83,7298.63,7409.62,7472.83,7297.23,7224.12,7166.97,7247.11,7248.3,7347.9,7397.62,7088.03,7533.53,7099.48,7029.4,7497.9,7247.05,7835.63,7308.53,7524.75,7561.48,7304.58,7474.57,7151.18,7446.5,7080.5
S6-A-23,7558.15,7450.46,7334.55,7482.29,7413.88,7371.29,7713.65,7265.29,7233.6,7392.34,7629.28,7856.4,7132.43,7517.07,7628.73,7686.44,7054.02,7520.83,7529.78,7117.32,7239.78,7315.8,7140.7,7464.99,7175.4,7197.49,7290.17,7373.48,7365.26,7399.73,7491.25,7469.38,7347.19,7279.35,7063.49,7232.23,7420.13,7209.52,7207.26,7784.16,7517.16,7365.24,0.0,7408.06,7429.09,7006.26,7443.07,7552.29,7324.35,7590.65,7515.54,7025.03,7384.71,7403.59,7285.57,7397.54,7441.38,7383.52,7339.97,7414.77,7454.71,7484.62,7373.21,7417.2,7580.23,7389.02,7679.11,7343.49,7558.84,7426.56,7562.71,7446.52,7407.24,7242.53,7425.83,7214.53,7446.34,7129.89,7233.0,7467.83,7397.13,7438.19,7564.41,7299.61,7422.46,7559.17,7503.09,7670.17,7439.15,7483.83,7123.7,7305.91,7138.61,7345.42,7259.17,7287.03,7217.98,7461.4,7504.86,7326.48,7323.66,7323.62,7135.8,7388.89,7442.7,7336.77,7233.11,7539.85,7649.64,7339.68,7296.2,7465.53,7453.22,7337.52,7627.54,7378.43,7503.64,7345.78,7189.44,7534.1,7149.26,7157.49,7327.66,7301.02,7250.47,7691.2,7009.04,7111.19,7360.94,7044.39,7328.88,7151.18,7415.69,7085.64,7313.77,7219.41,7280.36,7336.16,7158.7,7257.84,7641.44,7390.42,7549.52,7335.7,7523.7,7198.05,7352.88,7117.81,7199.42,7177.32,7178.58,7802.76,7364.88,7685.95,7423.25,7492.01,7558.03,7365.34,7737.99,7187.61
S6-A-06,7567.98,7506.02,7292.9,7398.51,7455.42,7296.79,7480.23,7258.98,7443.12,7388.91,7509.46,7498.85,7252.88,7445.74,7139.4,7683.86,7087.5,7179.73,7274.38,7184.01,7421.51,7136.12,6934.48,7171.12,7245.32,7104.84,7165.48,7126.1,7301.31,7242.4,7083.72,7341.91,7362.56,7157.4,7271.25,7099.72,7264.76,7347.71,7434.83,7399.85,7457.55,7465.16,7408.06,0.0,7518.52,7090.89,7303.1,7564.25,7429.27,7451.18,7028.31,7328.65,7442.79,7264.37,7300.8,7370.7,7178.51,7494.02,7328.49,7330.35,7756.81,7366.67,7283.13,6929.64,7465.13,7312.03,7523.83,7417.45,7430.87,7380.41,7535.63,7604.92,7060.59,7146.32,7310.71,7184.79,7176.3,7102.56,7472.4,7159.33,7154.55,7273.82,7277.84,7227.18,7496.22,7496.1,7459.61,7396.97,7416.6,7407.83,7439.52,7233.31,7335.78,7476.56,7246.72,7112.29,7213.62,7466.23,7407.32,7250.17,7009.33,7232.16,7072.69,7305.16,7483.59,7360.31,7194.49,7370.78,7421.37,7168.73,7594.33,7475.66,7500.97,7126.76,7306.05,7226.91,7593.15,7239.35,7442.87,7312.75,7236.47,7117.44,7442.56,7270.01,7382.94,7429.37,7089.04,7218.61,7287.54,7013.51,7242.35,7144.2,7285.82,7187.21,7109.68,7230.34,7359.57,7180.48,7295.91,7118.23,7340.56,7284.89,7213.27,7553.73,7376.48,7219.43,7251.87,7105.59,7277.33,7062.39,6957.86,7843.93,7446.09,7541.4,7175.86,7279.07,7501.58,7146.12,7268.07,7394.44
S6-A-07,7658.22,7477.14,7276.83,7545.29,7500.27,7277.72,7645.27,7319.21,7488.29,7373.94,7570.74,7808.43,7287.6,7892.96,7437.63,7470.76,7225.03,7292.99,7524.62,7287.6,7421.17,7650.81,7201.39,7426.94,7339.0,7181.14,7329.94,7420.77,7318.91,7284.79,7330.29,7323.6,7289.86,7281.38,7433.93,7165.27,7277.87,7434.69,7239.37,7660.89,7578.28,7622.51,7429.09,7518.52,0.0,7060.77,7510.08,7731.77,7412.28,7704.77,7531.77,7276.84,7575.77,7410.58,7209.8,7645.5,7365.61,7602.23,7298.85,7434.36,7556.42,7665.2,7545.51,7297.65,7408.5,7523.94,7575.53,7512.81,7343.52,7746.64,7539.8,7447.68,7495.74,7363.92,7586.01,7356.48,7502.9,7143.1,7212.81,7336.81,7557.92,7251.4,7499.07,7682.97,7262.48,7516.57,7524.93,7427.73,7439.3,7564.23,7538.84,7520.56,7321.65,7560.95,7459.51,7341.95,7545.2,7566.29,7584.71,7038.27,7146.89,7330.56,7406.26,7457.71,7460.25,7287.0,7367.37,7571.44,7502.43,7363.92,7349.19,7426.89,7687.78,7178.21,7436.65,7280.81,7215.12,7340.97,7568.06,7507.76,7313.02,7228.59,7160.34,7480.85,7467.41,7556.26,7366.2,7250.23,7360.57,7161.14,7384.33,7295.78,7523.43,7276.27,7392.49,7446.63,7272.34,7298.24,7474.65,7387.6,7660.73,7448.16,7389.54,7297.32,7385.69,7255.79,7324.11,7298.76,7139.38,7203.72,7453.62,7671.66,7587.74,7469.16,7493.22,7504.8,7396.23,7349.67,7541.59,7278.21
S6-A-12,7156.11,6833.11,7214.62,6903.14,7178.08,7123.49,7066.47,7028.04,7165.01,7206.51,6954.13,7197.89,6847.29,7301.1,7153.22,7380.53,6874.35,7129.74,7162.26,7100.84,7032.4,7047.8,6974.76,7086.23,6973.11,6906.77,7117.19,6914.84,7112.96,7105.99,6990.39,6963.71,7223.57,6913.28,7017.25,6819.64,7278.8,7019.01,6882.89,7544.34,7190.04,6997.96,7006.26,7090.89,7060.77,0.0,6939.78,7128.93,7194.87,7267.55,7067.97,7004.06,7150.92,6670.93,7022.2,7391.22,6945.61,7261.19,7017.34,7076.38,7154.03,7166.38,7042.93,7221.37,7379.24,6970.15,7361.03,7179.81,7039.52,7003.28,7327.99,7366.63,6878.64,7229.81,7066.35,6964.24,7106.82,7142.54,7047.27,7143.44,7222.88,7157.93,7383.31,7114.54,7439.03,7197.48,7138.67,7152.33,6894.78,7124.94,7235.27,6939.5,6882.26,7231.38,7096.81,6897.91,6839.46,7373.18,7180.48,6885.51,6841.14,7228.48,7201.92,6829.59,7135.91,7033.64,6933.9,7405.67,7335.05,6980.67,7135.29,7177.65,7262.27,6837.77,6972.57,6856.13,7318.3,7096.37,7089.2,7183.42,7123.32,6856.22,7031.27,7026.48,7351.32,7221.45,7112.83,6909.99,6887.19,6667.78,7021.43,6992.89,7093.38,6932.2,6810.01,7028.4,6924.11,7191.26,7095.57,6945.46,7140.15,7146.22,6990.46,6884.23,7198.4,6870.05,7225.52,6753.94,6893.14,7056.14,7032.16,7383.14,6959.51,7092.36,6960.85,7089.34,7116.48,6955.16,7307.81,6810.1
S6-A-13,7594.93,7309.78,7385.33,7307.28,7387.47,7493.02,7505.48,7615.06,7458.64,7435.73,7417.46,7405.84,7139.42,7420.44,7403.76,7515.51,6963.17,7328.64,7388.81,7180.27,7193.66,7337.02,7199.27,7564.5,7247.72,7173.67,7449.89,7363.52,7124.89,7486.59,7414.47,7331.62,7454.49,7277.61,7532.5,7262.47,7386.52,7393.59,7298.73,7683.5,7456.99,7524.98,7443.07,7303.1,7510.08,6939.78,0.0,7607.44,7335.06,7662.33,7511.48,7258.05,7255.61,7280.18,7384.19,7568.04,7468.19,7476.68,7334.2,7380.56,7405.38,7468.49,7330.7,7458.81,7791.92,7574.58,7337.65,7584.15,7455.22,7389.78,7637.79,7372.49,7359.55,7506.69,7573.11,7321.66,7334.75,7197.11,7135.47,7275.79,7298.85,7327.67,7397.87,7383.94,7627.28,7446.07,7611.87,7570.68,7490.56,7607.99,7432.53,7547.15,7441.15,7565.63,7583.03,7434.99,7558.52,7482.33,7276.22,7077.47,7208.86,7146.07,7355.96,7473.3,7514.54,7354.78,7499.12,7933.01,7633.29,7270.38,7747.26,7550.44,7688.94,7192.27,7432.48,7241.29,7550.18,7348.96,7456.82,7517.62,7268.16,7449.36,7494.59,7294.81,7553.69,7793.76,7373.4,7285.9,7351.88,7064.75,7404.43,7349.59,7459.85,7444.85,7315.89,7455.48,7193.37,7395.85,7402.36,7232.08,7687.88,7383.93,7371.67,7200.85,7494.7,7190.13,7499.09,7164.82,7340.18,7474.89,7320.44,7848.6,7401.84,7823.07,7313.9,7229.89,7416.12,7387.18,7279.07,7154.5
S6-A-10,7352.69,7442.65,7439.63,7290.97,7528.22,7415.32,7413.06,7546.06,7266.34,7232.0,7396.21,7658.66,7234.18,7815.29,7258.77,7603.37,7261.46,7183.29,7644.07,7491.64,7517.82,7489.0,7313.63,7159.21,6957.52,7154.26,7576.04,7221.97,7211.64,7435.75,7299.04,7247.06,7249.07,7094.74,7275.14,7243.12,7458.29,7231.2,7353.96,7668.39,7730.12,7473.89,7552.29,7564.25,7731.77,7128.93,7607.44,0.0,7534.87,7630.36,7059.65,7312.03,7574.64,7250.37,7432.54,7481.59,7261.72,7422.7,7166.13,7303.46,7457.03,7499.69,7363.09,7494.93,7455.92,7258.88,7825.88,7389.15,7446.23,7273.51,7601.7,7565.59,7514.99,7292.67,7309.56,7232.11,7326.43,7331.77,7301.75,7307.95,7328.66,7486.09,7326.93,7342.85,7643.04,7675.12,7516.35,7325.19,7659.86,7682.06,7412.29,7425.75,7271.31,7579.11,7385.5,7290.28,7510.34,7707.14,7312.84,7190.04,7188.85,7204.96,7383.08,7533.99,7586.93,7449.82,7247.33,7710.93,7543.85,7189.06,7713.78,7380.57,7676.69,7254.71,7461.02,7214.79,7230.51,7427.99,7430.17,7497.44,7065.82,7253.88,7261.9,7426.67,7464.9,7515.32,7294.54,7240.83,7410.94,7178.1,7333.48,7355.77,7439.04,7384.83,7495.03,7365.19,7309.89,7308.7,7350.82,7215.64,7796.3,7396.17,7692.78,7181.47,7594.19,7145.21,7237.09,7200.76,7300.78,7541.46,7187.67,7701.75,7537.72,7390.09,7436.53,7360.99,7502.51,7096.4,7272.07,7083.97
S6-A-11,7289.46,7392.19,7056.53,7283.47,7343.02,7027.13,7506.48,7520.69,7401.2,7104.57,7452.51,7700.35,7406.94,7563.02,7384.65,7324.89,7220.46,7317.82,7406.94,7267.95,7003.67,7387.35,7092.19,7444.45,7001.73,7015.59,7351.9,7569.7,7249.42,7115.77,7172.19,7253.51,7344.68,6947.76,7327.81,7158.64,7006.64,7237.99,7527.35,7749.91,7788.61,7420.24,7324.35,7429.27,7412.28,7194.87,7335.06,7534.87,0.0,7619.74,7246.47,7438.02,7597.67,7142.79,7254.6,7378.73,7216.48,7353.77,7307.33,7419.84,7568.2,7399.9,7370.88,7215.09,7592.34,7355.26,7428.8,7354.87,7458.27,7245.03,7526.73,7349.74,7056.59,7251.45,7443.05,7232.01,7443.69,7466.08,7349.5,7209.65,7426.18,7337.61,7346.08,7073.75,7365.63,7479.05,7540.87,7285.22,7315.35,7295.98,7446.89,7482.85,7322.21,7406.65,7261.0,7137.05,7121.98,7456.44,7393.55,7167.12,7131.31,7417.65,7252.38,6969.47,7341.71,7247.16,7051.31,7548.44,7512.62,7181.29,7688.02,7359.66,7493.49,7285.94,7547.76,7228.48,7257.24,7224.05,7436.5,7314.97,7085.12,7244.15,7286.46,7439.83,7237.88,7130.51,7266.54,7196.75,7221.41,6863.06,7196.45,7026.18,7138.01,7356.35,7107.16,7168.12,6895.04,7288.63,7365.75,7021.23,7407.17,7211.03,7208.7,7358.1,7387.62,7393.64,7261.43,7191.89,7286.75,7262.13,7202.53,7748.01,7393.22,7614.08,7474.39,7308.33,7432.43,7342.52,7264.3,7096.29
S6-A-16,7546.78,7464.8,7322.33,7194.51,7553.81,7150.15,7568.4,7319.1,7231.92,7604.0,7364.2,7458.07,7338.91,7578.29,7390.55,7389.55,7258.81,7474.47,7495.46,7349.67,7421.95,7127.16,7261.34,7609.51,7446.03,7207.91,7435.56,7290.06,7210.41,7432.09,7429.04,7370.16,7366.58,7099.02,7276.61,7205.4,7137.57,7160.83,7432.0,7578.47,7692.2,7523.72,7590.65,7451.18,7704.77,7267.55,7662.33,7630.36,7619.74,0.0,7343.29,7316.15,7552.07,7419.27,7653.28,7423.84,7460.33,7541.47,7378.82,7352.79,7578.2,7313.81,7400.74,7408.47,7582.45,7452.64,7434.55,7262.86,7428.41,7411.37,7364.5,7383.43,7423.22,7303.33,7526.86,7190.74,7302.86,7223.6,7471.99,7401.01,7552.39,7487.24,7370.61,7235.63,7446.96,7183.44,7428.55,7276.53,7298.09,7662.76,7337.98,7494.68,7343.25,7602.03,7523.46,7356.66,7309.32,7628.19,7334.99,7162.99,6936.31,7092.38,7492.51,7370.27,7469.93,7354.12,7468.04,7705.03,7442.02,7467.61,7147.85,7128.1,7554.01,7085.95,7598.14,7162.55,7310.58,7229.55,7343.67,7401.69,7033.28,7408.97,7182.82,7354.79,7342.46,7557.22,7166.92,7196.96,7268.93,6927.18,7196.58,7015.34,7376.39,7159.53,7381.21,7329.21,7357.72,7327.59,7362.47,7354.78,7262.61,7187.96,7692.53,7203.48,7358.56,7204.84,7200.09,7262.99,7404.14,7451.19,7225.63,7500.11,7531.19,7502.81,7444.07,7517.58,7240.68,7101.89,7478.79,7057.5
S6-A-18,7387.35,7432.6,7058.42,7081.67,7372.21,7260.71,7338.45,7303.7,7190.13,7306.93,7240.17,7519.39,7130.91,7419.02,7574.62,7352.56,6927.6,7180.27,7194.05,7188.45,7163.22,7288.89,7081.77,7195.74,6983.45,7076.51,7135.03,7067.21,7101.13,7099.06,7229.47,7218.11,7178.16,6999.75,7109.49,7244.1,7336.68,7033.33,7212.13,7383.25,7675.29,7286.15,7515.54,7028.31,7531.77,7067.97,7511.48,7059.65,7246.47,7343.29,0.0,7181.44,7394.07,7143.18,7160.93,7381.19,7247.89,7406.82,7341.29,7282.73,7479.22,7202.56,7178.22,7259.85,7402.73,7102.47,7459.68,7247.02,7323.02,7122.25,7212.59,7062.34,7166.75,7187.31,7413.51,7148.52,6715.4,7323.9,7280.68,7198.0,7275.79,7412.65,7178.45,7093.24,7202.23,7233.53,7364.42,7255.82,7243.12,7597.04,7301.23,7192.51,7288.92,7330.97,7223.9,6961.53,7055.6,7527.76,7270.69,6960.56,7027.37,7236.85,7336.06,6936.67,7293.8,7227.34,6984.64,7368.69,7290.87,7367.71,7427.76,7111.88,7326.28,7050.66,7196.85,7324.63,7500.12,7315.61,7325.63,7170.41,6938.07,7026.54,7399.62,7229.63,7212.84,7408.21,7150.19,7216.66,7292.52,6984.61,7196.81,7126.27,7266.1,7379.13,7241.47,7259.63,7062.82,7164.07,6992.04,7007.7,7271.21,7157.04,7516.4,7292.35,7412.85,7321.83,7215.3,6736.42,7131.55,7203.14,6913.36,7703.19,7338.16,7448.9,7238.91,7088.95,7462.12,7162.13,7176.19,7089.44
S6-A-22,7433.14,7292.83,7135.15,6909.08,7324.52,7182.05,7339.2,7100.21,7093.91,7209.02,7148.72,7495.35,7122.53,7323.25,7376.2,7365.48,6917.76,7197.33,7401.91,7109.78,7177.08,7132.05,7030.54,7093.27,6983.13,7067.22,6990.75,7080.76,7110.5,7052.59,7075.4,6992.43,7070.72,6945.29,6825.5,7066.5,6981.44,7203.19,7206.09,7495.17,7319.18,7304.89,7025.03,7328.65,7276.84,7004.06,7258.05,7312.03,7438.02,7316.15,7181.44,0.0,7311.27,7112.59,7083.08,7146.22,7080.16,7190.53,7101.52,7123.46,7104.66,7162.64,7110.91,7193.81,7433.91,7186.65,7339.61,7152.85,7086.52,7274.93,7297.42,7202.3,7216.95,7377.13,7234.52,7275.83,7049.09,7034.13,6935.36,7159.75,7197.42,7156.62,7389.49,7274.47,7173.67,7211.86,7196.91,7131.92,7126.86,7415.05,7252.3,7217.91,7252.82,7388.17,7067.2,7101.3,6991.28,7218.63,7277.01,6883.83,6935.6,7309.0,6982.44,7034.88,7140.06,7185.51,7225.47,7378.87,7442.3,7247.08,7218.62,6944.09,7453.95,6876.37,7230.62,7040.56,7232.6,7277.4,7321.39,7255.31,7081.0,7094.06,7142.5,7075.24,7092.31,7352.42,7043.74,7119.93,7053.95,7110.36,7193.52,7050.66,6958.54,7143.84,7207.56,7068.91,7144.89,7093.02,7320.48,6966.78,7418.12,7064.89,7164.15,6885.65,7240.32,7072.34,6922.9,7093.19,6864.19,7324.94,6850.73,7808.75,7050.79,7316.0,7046.75,7344.0,7355.78,7133.86,7202.6,6841.91
